,Unnamed: 0,Sample name,Sample date,Sample ID,Plot,ID,Nitrogen,Water,Block,Direction,Barcode,Notes,Barcode_key,Run,% Moisture Content (MC),Moisture as decimal,lb/bu,Weight (g) 0% MC,Weight (g) 15.5% MC,Weight (kg) 0% MC,Weight (kg) 15.5% MC,Harvest area (ac),Harvest area (ha),"Grain Yield, 0% MC bu/ac","Grain Yield, 15.5% MC bu/ac","Grain Yield, 0% MC kg/ha","Grain Yield, 15.5% MC kg/ha","Annual ET, mm",Water trt target,N trt target,lbs NH4-N / ac,lbs NO3-N / ac,Total N / ac,qPCR_DW,qPCR_FW,qPCR_DW_log,qPCR_FW_log,GWC,Stems,Leaves,Shoots,Grain 0% MC,EC.4.1.1.5,EC.1.1.1.76,EC.3.2.1.6,EC.3.2.1.14,EC.2.6.1.86,EC.4.1.1.74,EC.3.5.99.7,EC.5.4.4.2,EC.4.2.99.21,EC.3.3.2.1,EC.1.3.1.28,EC.3.2.1.21,EC.3.2.1.20,EC.3.2.1.91,EC.1.10.3.2,EC.1.11.1.7,EC.3.2.1.52,EC.3.5.1.4,EC.3.5.1.5,EC.3.4.11.1,EC.1.3.3.11,EC.3.1.3.1,EC.3.1.3.2,EC.3.1.3.8,EC.3.1.3.26,EC.3.1.6.1,EC.1.18.6.1,EC.1.14.18.3,EC.1.14.99.39,EC.1.7.2.6,EC.1.7.1.15,EC.1.7.2.2,EC.1.7.1.4,EC.1.7.7.1,EC.1.7.2.1,EC.1.7.2.5,EC.1.7.2.4
10,10,191,2021-06-15,36N,36N,315.0,Optimal,High,3,N,51.0,NxW_B library,barcode51B,B,13.0,0.13,58.6,5296.7,6117.7,5.2967,6.1177,0.001147842,0.000464515,173.6,200.51,11402.7,13170.1,,100.0,200.0,1.034234276,2.861899147,2.920179935,278089108.3896509,330122413.23499894,19.44345215407066,19.614974092837123,0.157618213,,,3.391,,0.0495109186265654,0.0969672495951124,0.0,0.1433464236271018,0.003278841143112,0.065826886629151,0.0862671374121739,0.1746514991505685,0.0714193755292869,0.0709837743005507,0.0709837743005507,0.2476438253295343,0.209396116663575,0.0053185978226762,0.0,0.0,0.4814475955127157,0.2133600864670682,0.1708110602888332,0.4800403915167577,0.1228668380717209,0.2602043690235103,0.1537534141925355,0.069039803202132,0.0282557046368006,0.1153250497619964,0.0431685432088357,0.0109551785152769,0.0109551785152769,0.0031790070126607,0.3739369538997571,0.1102144276438572,0.0,0.0111340912256124,0.0827056333076101,0.096799785998071,0.030434821216626
11,11,197,2021-06-15,36S,36S,315.0,Optimal,High,3,S,57.0,NxW_B library,barcode57B,B,13.0,0.13,58.6,5296.7,6117.7,5.2967,6.1177,0.001147842,0.000464515,173.6,200.51,11402.7,13170.1,,100.0,200.0,1.732848073,1.311194966,2.068089551,191006011.4280325,226745181.787783,19.067815458960823,19.239337397727287,0.157618213,,,3.391,,0.0332988985454419,0.05887486605111,0.0035704947296464,0.1332528480800231,0.0,0.0549742418923301,0.0423056291194198,0.2163716418959312,0.0632117492265759,0.0580047395636414,0.0580047395636414,0.2732186365395345,0.2550558748574272,0.0055986427940513,0.0,0.0,0.4950781377533679,0.1838054043697761,0.1171916470973785,0.4955480418079997,0.1017127407413887,0.2985933975931792,0.1515400471696672,0.0728859232956186,0.0245509726836421,0.0986866674619871,0.0123257789000537,0.0087944744688098,0.0087944744688098,0.0026609696739467,0.3760459280321037,0.1622385204079707,0.0,0.0026054999049074,0.0623367897261691,0.0723648503414965,0.0125206434299112
12,12,201,2021-06-15,6S,6S,116.0,High,High,1,S,61.0,NxW_B library,barcode61B,B,15.0,0.15,58.8,5345.4,6173.9,5.3454,6.1739,0.001147842,0.000464515,174.6,201.67,11507.5,13291.1,,100.0,245.0,5.38293469,3.555661707,7.96264291,807711172.6830678,979920742.8974574,20.509715093030817,20.70298225176393,0.175738264,,,2.477,,0.0375664705066536,0.0663456179788195,0.0,0.1610288009109443,0.0054744646299818,0.0794761825449306,0.0395061873675831,0.2074293937315282,0.0610660287581464,0.0975308282579214,0.0975308282579214,0.240579545018571,0.1945543128017996,0.0068251404732373,0.0,0.0,0.4820344043758767,0.1892661890841321,0.1261820333094702,0.4802521093106452,0.1034013579615814,0.2546419709807933,0.1658522388416855,0.0525859281387974,0.0331687984002833,0.1140206731179926,0.0155244136488746,0.0129669864333131,0.0129669864333131,0.0036989063417912,0.3282392935064903,0.1345660635382411,0.0,0.0025901472607991,0.0827153384100428,0.097872697089094,0.0202114623769795
13,13,202,2021-06-15,6N,6N,116.0,High,High,1,N,62.0,NxW_B library,barcode62B,B,15.0,0.15,58.8,5345.4,6173.9,5.3454,6.1739,0.001147842,0.000464515,174.6,201.67,11507.5,13291.1,,100.0,245.0,3.52622209,3.228676576,5.778945178,422901233.70923,513066681.6604841,19.862649219698405,20.05591637843152,0.175738264,,,2.477,,0.0475307723030935,0.0760478190305564,0.0,0.1423218021075853,0.0060796054158686,0.0860126804131389,0.0453344662578421,0.1978024684445632,0.0534820912394636,0.0952354537907183,0.0952354537907183,0.2126548390966969,0.1725638637134461,0.0055011171169538,0.0,0.0,0.4707094119181553,0.1797670697400731,0.1258596188907702,0.4789362680967628,0.1155278963845545,0.2443148347141591,0.1591330126227506,0.0524151134683295,0.0386290250484871,0.1079706814212817,0.011386623183139,0.0099419809198504,0.0099419809198504,0.0,0.3034989742149162,0.1338271165146681,0.0,0.0101677307591179,0.0730675666895949,0.0974843902868718,0.0178533771297118
14,14,204,2021-06-15,22S,22S,216.0,High,High,2,S,64.0,NxW_B library,barcode64B,B,15.1,0.151,58.8,5485.9,6336.2,5.4859,6.3362,0.001147842,0.000464515,179.19,206.97,11809.9,13640.5,,100.0,245.0,13.751086882,2.306727859,15.08186126,320056211.38248354,393129081.8255895,19.584007198901794,19.789648568387243,0.185875006,,,2.319,,0.0499706770731808,0.0773650492528847,0.0,0.1522952172971486,0.0043369896277487,0.0759829113903425,0.0557833295583564,0.1795694869487111,0.0577634990104337,0.0875244672105926,0.0875244672105926,0.2340589890309088,0.2039657034493584,0.005264803396912,0.0,0.0,0.496770028280977,0.1822272768081584,0.1483772989340105,0.5097305400979345,0.1137414198184142,0.2402862215263228,0.1647954381315854,0.0658945341661225,0.0424264236685617,0.0930123715714184,0.0143200153012371,0.0121390585716978,0.0121390585716978,0.0054868392599377,0.3626871668194954,0.1228024733316046,0.0,0.0063694443175665,0.0714068361552275,0.0864558173417347,0.0243802314058052
15,15,206,2021-06-15,22N,22N,216.0,High,High,2,N,66.0,NxW_B library,barcode66B,B,15.1,0.151,58.8,5485.9,6336.2,5.4859,6.3362,0.001147842,0.000464515,179.19,206.97,11809.9,13640.5,,100.0,245.0,12.111542122,8.639555691,19.775144330000003,412039666.7136359,506113520.3443169,19.83663018111049,20.04227155059593,0.185875006,,,2.319,,0.0501035414919144,0.0723455857832576,0.0,0.1503682967626482,0.0052058586977055,0.0842408455921538,0.0676019891365702,0.2121469119508145,0.0504780556967132,0.0842464967494769,0.0842464967494769,0.226981353267985,0.1886568028575031,0.0086025858915503,0.0,0.0,0.4734155427584863,0.174895356376482,0.1321329782618066,0.4826137806117207,0.1094889627604026,0.2429171810192679,0.1777543016980299,0.0498296147238074,0.0490655564493507,0.1006267702041903,0.024201251542599,0.00564392487452,0.00564392487452,0.0,0.2769065025910053,0.1456954002924789,0.0,0.0087297808646667,0.0837359877474697,0.1052685915866949,0.037397448388478
16,16,190,2021-06-15,35S,35S,316.0,High,High,3,S,50.0,NxW_B library,barcode50B,B,16.0,0.16,57.2,5585.4,6451.2,5.5854,6.4512,0.001147842,0.000464515,187.55,216.62,12024.2,13887.9,,100.0,245.0,2.661887277,5.067224409,6.753158196999999,405177785.0291012,496391670.5677789,19.819836504129807,20.022875831475822,0.18375386,,,1.662,,0.059316528546327,0.0816857998630147,0.0,0.1535351458678835,0.001379516042857,0.085408761068346,0.0629438944457125,0.1981104520055649,0.0636504324430059,0.0927287851261827,0.0927287851261827,0.2553575817300147,0.2253083318565853,0.0048599025825135,0.0,0.0,0.4895320854171746,0.1766929865472647,0.1418561761596595,0.4905767747021262,0.1153195567191022,0.25815729920253,0.1636723410053505,0.0548428803570661,0.0461860108222333,0.0999684065541902,0.0177601859132529,0.0082024503558282,0.0082024503558282,0.0,0.383728625592617,0.1345659742611095,0.0,0.0042504205983148,0.0639541020585284,0.0814190128081929,0.0180224360086707
17,17,209,2021-06-15,35N,35N,316.0,High,High,3,N,69.0,NxW_B library,barcode69B,B,16.0,0.16,57.2,5585.4,6451.2,5.5854,6.4512,0.001147842,0.000464515,187.55,216.62,12024.2,13887.9,,100.0,245.0,6.584030069,2.068249256,7.676325837999999,559755822.9640273,685768416.5759451,20.143011216183183,20.3460505435292,0.18375386,,,1.662,,0.0628483477665595,0.0933629858164567,0.0019625165747511,0.1641473010826515,0.0024922900152201,0.1095227114066675,0.0548847166529451,0.23403643792937,0.0558150958347056,0.1061960498545406,0.1061960498545406,0.2356304997912684,0.2147422471271053,0.0031666408713797,0.0,0.0,0.5011851071745353,0.1786236921392491,0.1422115231216191,0.515089185337283,0.1228325879948128,0.2560759819008599,0.1954508404285157,0.0418793228999993,0.0525751393018622,0.1011515990407122,0.0126210363131817,0.0078515593932761,0.0078515593932761,0.0013252052195222,0.3104050600061037,0.1686911391247557,0.0,0.0113851614331544,0.091808726523777,0.1121765904028587,0.0279385512684905
18,18,213,2021-06-15,8S,8S,121.0,Low,Low,1,S,73.0,NxW_B library,barcode73B,B,13.3,0.133,58.9,2857.6,3300.6,2.8576,3.3006,0.001147842,0.000464515,93.18,107.63,6151.9,7105.4,,70.0,20.0,4.583183699,4.509060654,8.116290866,1089702907.6527677,1356660874.0702376,20.8091709342493,21.02829227799659,0.196775754,,,4.177,,0.0545720702077219,0.0774015622370147,0.0020544930999342,0.1455681918700919,0.0034822352608128,0.0928246088890209,0.0437130101415402,0.2209960918231695,0.0534318347011642,0.0897850416310222,0.0897850416310222,0.2128307525472141,0.1919171363904793,0.0066712125342825,0.0,0.0,0.4417203082954368,0.1648394549878858,0.1476998367900958,0.4580924481356193,0.1088765031268445,0.2443244581004873,0.1951929550110903,0.0485344860378477,0.0412757173776665,0.1057630103836357,0.0163316547561246,0.0067038829995264,0.0067038829995264,0.0014226056169585,0.265837814705443,0.165602572831449,0.0,0.0089504918007625,0.0906466088431379,0.0971030979389552,0.0361780073837907
19,19,200,2021-06-15,14N,14N,221.0,Low,Low,2,N,60.0,NxW_B library,barcode60B,B,12.0,0.12,57.9,2510.6,2899.8,2.5106,2.8998,0.001147842,0.000464515,83.28,96.19,5404.9,6242.6,,70.0,20.0,2.402520148,2.311453885,3.738020545,524514077.24615365,633527673.8491321,20.077982824803957,20.266814240826804,0.17207393,,,3.223,,0.0565402498855856,0.0845775764756124,0.0021328261714049,0.1663039584070961,0.0023161697149385,0.0907936125498409,0.0613317689728216,0.1812225118255424,0.0599231034814516,0.0885942849434015,0.0885942849434015,0.2813404577354609,0.2314461865025173,0.0057308423537257,0.0,0.0,0.4880097053945395,0.1959404974944383,0.1582164124723013,0.5088885127389933,0.1318088957033349,0.2683160209199357,0.171369740208024,0.0683563074020853,0.0490603263817015,0.0952718228778546,0.0178447062345815,0.0085280659372698,0.0085280659372698,0.0,0.3686800152602311,0.119230929194114,0.0,0.007095378452537,0.0567938536345828,0.0795984863547706,0.0166403916104831
20,20,218,2021-06-15,14S,14S,221.0,Low,Low,2,S,78.0,NxW_B library,barcode78B,B,12.0,0.12,57.9,2510.6,2899.8,2.5106,2.8998,0.001147842,0.000464515,83.28,96.19,5404.9,6242.6,,70.0,20.0,1.741455632,6.042641204,6.808143348,363852156.0683914,439474210.62413394,19.712258178446536,19.901089594469383,0.17207393,,,3.223,,0.0460320407504424,0.0734490444769224,0.0016484276975605,0.1684569456303891,0.0041219146347375,0.0649414309358331,0.0578888717411584,0.1951628134785898,0.0616145075423256,0.0922867395509847,0.0922867395509847,0.2642705546915497,0.2127026532290274,0.0052290905981152,0.0,0.0,0.5186009703408067,0.2103754260347697,0.1383071217891961,0.5350670477564593,0.1033575750124802,0.2585227723210498,0.1631301959498199,0.0708938958533499,0.0391657673457024,0.122906997313362,0.0184441768716354,0.0118316218434516,0.0118316218434516,0.0018035058924535,0.3953771459015578,0.124321707188836,0.0,0.0115933282501554,0.0580173653210428,0.0926586074395838,0.0226218633624368
21,21,192,2021-06-15,30N,30N,321.0,Low,Low,3,N,52.0,NxW_B library,barcode52B,B,13.5,0.135,55.1,1448.5,1673.1,1.4485,1.6731,0.001147842,0.000464515,50.49,58.32,3118.4,3601.7,,70.0,20.0,1.198559533,2.395179467,2.617785512,428581459.4352759,511356184.8913249,19.87599138163428,20.05257694036428,0.161872933,,,2.451,,0.0660562633616168,0.0846027555575533,0.0015955531257731,0.1487235229525942,0.001236949568851,0.0884627169676345,0.0472958877549243,0.1828561092276144,0.0538126733695402,0.0930646735223644,0.0930646735223644,0.2468764729736383,0.2071511453883881,0.004949279387618,0.0,0.0,0.4813379480445367,0.1609426682766916,0.1364494116190388,0.4837554542586196,0.1149747235052738,0.2314803921750955,0.158469853321246,0.04501393925108,0.0504880808876964,0.0914541302839192,0.0128519759369974,0.0088686305627635,0.0088686305627635,0.0019937226952613,0.3652044009359497,0.1112587342001269,0.0,0.003302651338128,0.0559540322102359,0.089956315230488,0.0131553788532026
22,22,194,2021-06-15,30S,30S,321.0,Low,Low,3,S,54.0,NxW_B library,barcode54B,B,13.5,0.135,55.1,1448.5,1673.1,1.4485,1.6731,0.001147842,0.000464515,50.49,58.32,3118.4,3601.7,,70.0,20.0,3.86116022,2.795918163,5.681124895,600046726.5286847,715937654.5092353,20.21251808769593,20.389103646425927,0.161872933,,,2.451,,0.0598792733955635,0.0790328141637925,0.0,0.1490886279441884,0.0017080853954524,0.0896634340549959,0.06743338162811,0.2170958885562386,0.0644961933072253,0.0877221143590306,0.0877221143590306,0.2864537248225972,0.2455287021018391,0.00697096195427,0.0,0.0,0.5064899865930692,0.1981742201305363,0.1609244566135928,0.526488724520217,0.1397820370687603,0.3059356600010726,0.1787982016774296,0.0617480636778415,0.0439140753186336,0.1066676082169246,0.0239957120184742,0.0165540357678593,0.0165540357678593,0.0096315678739484,0.3855375479773564,0.1579478550315332,0.0,0.0095302158429797,0.0626954616507178,0.0940583608341981,0.0170192619345111
23,23,210,2021-06-15,10S,10S,125.0,Optimal,Low,1,S,70.0,NxW_B library,barcode70B,B,11.5,0.115,59.6,2729.3,3152.3,2.7293,3.1523,0.001147842,0.000464515,87.95,101.59,5875.5,6786.2,,70.0,200.0,2.358184036,7.684804381999999,9.067034929,1023714685.2745738,1245216919.1426942,20.74670369707828,20.942575583929536,0.177882448,,,3.37,,0.0396149277602741,0.0679462173248262,0.0,0.1069354154317474,0.0096182055758249,0.0828946274847046,0.05759121033539,0.1683913257598492,0.0444999690133834,0.065675362529044,0.065675362529044,0.1695663810964536,0.1212216543891294,0.0053041246427856,0.0,0.0,0.4041588295966012,0.1509311288367581,0.117447234891705,0.4067517105128682,0.11695380000509,0.1836330361221046,0.1422188339836015,0.0386275877926706,0.0285953484671783,0.092246498146259,0.0407573936183129,0.0186267864347076,0.0186267864347076,0.0128135706520153,0.2004227615992467,0.1293737578402121,0.0,0.0159994675072546,0.0887000226910549,0.1229695837390345,0.044142388632524
24,24,211,2021-06-15,10N,10N,125.0,Optimal,Low,1,N,71.0,NxW_B library,barcode71B,B,11.5,0.115,59.6,2729.3,3152.3,2.7293,3.1523,0.001147842,0.000464515,87.95,101.59,5875.5,6786.2,,70.0,200.0,2.180611956,4.81775815,6.022416619,1973165773.9109323,2400101748.357919,21.40290508169954,21.598776968550798,0.177882448,,,3.37,,0.0337919819482174,0.0699846521945628,0.0,0.1015558147072999,0.0103125381058448,0.0725705826647767,0.0638829508719358,0.1668261047127294,0.0442686098929894,0.0549323943544666,0.0549323943544666,0.1829708922669158,0.1447037356046893,0.0051055822990803,0.0,0.0,0.4200458664293867,0.1558908992374856,0.1259358926656954,0.4176896064193386,0.1104647400324228,0.2105368192247863,0.1403654108615888,0.0493682604741222,0.0233426735684872,0.1013753008980153,0.0448400277268727,0.0207049895910045,0.0207049895910045,0.0164872412427946,0.2505904363556655,0.1168196684813098,0.0,0.0128273994981278,0.0825994013729002,0.1149374033564568,0.0312238305676551
